,Ticker,Attribute,Recent
1849,JPM,PEG Ratio (5 yr expected) 1,1.45
1850,JPM,Price/Sales (ttm),4.20
1851,JPM,Price/Book (mrq),1.93
1852,JPM,Enterprise Value/Revenue 3,
1853,JPM,Enterprise Value/EBITDA 7,
1854,KEY,Market Cap (intraday) 5,22.31B
1855,KEY,Enterprise Value 3,
1856,KEY,Trailing P/E,9.40
1857,KEY,Forward P/E 1,12.29
1858,KEY,PEG Ratio (5 yr expected) 1,0.96
1859,KEY,Price/Sales (ttm),3.24
1860,KEY,Price/Book (mrq),1.43
1861,KEY,Enterprise Value/Revenue 3,
1862,KEY,Enterprise Value/EBITDA 7,
1863,KEYS,Market Cap (intraday) 5,36.78B
1864,KEYS,Enterprise Value 3,36.75B
1865,KEYS,Trailing P/E,41.77
1866,KEYS,Forward P/E 1,28.90
1867,KEYS,PEG Ratio (5 yr expected) 1,2.30
1868,KEYS,Price/Sales (ttm),7.56
1869,KEYS,Price/Book (mrq),9.72
1870,KEYS,Enterprise Value/Revenue 3,7.44
1871,KEYS,Enterprise Value/EBITDA 7,26.59
1872,KMB,Market Cap (intraday) 5,
1873,KMB,Enterprise Value 3,
1874,KMB,Trailing P/E,
1875,KMB,Forward P/E 1,
1876,KMB,PEG Ratio (5 yr expected) 1,
1877,KMB,Price/Sales (ttm),
1878,KMB,Price/Book (mrq),
1879,KMB,Enterprise Value/Revenue 3,
1880,KMB,Enterprise Value/EBITDA 7,
1881,KMX,Market Cap (intraday) 5,23.89B
1882,KMX,Enterprise Value 3,41.57B
1883,KMX,Trailing P/E,20.93
1884,KMX,Forward P/E 1,20.28
1885,KMX,PEG Ratio (5 yr expected) 1,1.26
1886,KMX,Price/Sales (ttm),0.94
1887,KMX,Price/Book (mrq),4.86
1888,KMX,Enterprise Value/Revenue 3,1.60
1889,KMX,Enterprise Value/EBITDA 7,17.93
1890,KO,Market Cap (intraday) 5,241.37B
1891,KO,Enterprise Value 3,268.21B
1892,KO,Trailing P/E,27.53
1893,KO,Forward P/E 1,22.73
1894,KO,PEG Ratio (5 yr expected) 1,2.48
1895,KO,Price/Sales (ttm),6.41
1896,KO,Price/Book (mrq),10.88
1897,KO,Enterprise Value/Revenue 3,7.10
1898,KO,Enterprise Value/EBITDA 7,17.75
1899,KR,Market Cap (intraday) 5,32.02B
1900,KR,Enterprise Value 3,49.95B
1901,KR,Trailing P/E,28.52
1902,KR,Forward P/E 1,13.14
1903,KR,PEG Ratio (5 yr expected) 1,4.17
1904,KR,Price/Sales (ttm),0.25
1905,KR,Price/Book (mrq),3.45
1906,KR,Enterprise Value/Revenue 3,0.37
1907,KR,Enterprise Value/EBITDA 7,9.13
1908,L,Market Cap (intraday) 5,
1909,L,Enterprise Value 3,
1910,L,Trailing P/E,
1911,L,Forward P/E 1,
1912,L,PEG Ratio (5 yr expected) 1,
1913,L,Price/Sales (ttm),
1914,L,Price/Book (mrq),
1915,L,Enterprise Value/Revenue 3,
1916,L,Enterprise Value/EBITDA 7,
1917,LEN,Market Cap (intraday) 5,33.49B
1918,LEN,Enterprise Value 3,37.33B
1919,LEN,Trailing P/E,8.40
1920,LEN,Forward P/E 1,8.33
1921,LEN,PEG Ratio (5 yr expected) 1,0.57
1922,LEN,Price/Sales (ttm),1.34
1923,LEN,Price/Book (mrq),1.66
1924,LEN,Enterprise Value/Revenue 3,1.46
1925,LEN,Enterprise Value/EBITDA 7,6.82
1926,LLY,Market Cap (intraday) 5,
1927,LLY,Enterprise Value 3,
1928,LLY,Trailing P/E,
1929,LLY,Forward P/E 1,
1930,LLY,PEG Ratio (5 yr expected) 1,
1931,LLY,Price/Sales (ttm),
1932,LLY,Price/Book (mrq),
1933,LLY,Enterprise Value/Revenue 3,
1934,LLY,Enterprise Value/EBITDA 7,
1935,LNT,Market Cap (intraday) 5,14.21B
1936,LNT,Enterprise Value 3,21.58B
1937,LNT,Trailing P/E,22.43
1938,LNT,Forward P/E 1,20.49
1939,LNT,PEG Ratio (5 yr expected) 1,3.18
1940,LNT,Price/Sales (ttm),3.99
1941,LNT,Price/Book (mrq),2.37
1942,LNT,Enterprise Value/Revenue 3,6.06
1943,LNT,Enterprise Value/EBITDA 7,14.40
1944,LOW,Market Cap (intraday) 5,
1945,LOW,Enterprise Value 3,
1946,LOW,Trailing P/E,
1947,LOW,Forward P/E 1,
1948,LOW,PEG Ratio (5 yr expected) 1,
1949,LOW,Price/Sales (ttm),
1950,LOW,Price/Book (mrq),
1951,LOW,Enterprise Value/Revenue 3,
1952,LOW,Enterprise Value/EBITDA 7,
1953,LUMN,Market Cap (intraday) 5,14.15B
1954,LUMN,Enterprise Value 3,43.67B
1955,LUMN,Trailing P/E,10.49
1956,LUMN,Forward P/E 1,9.47
1957,LUMN,PEG Ratio (5 yr expected) 1,54.58
1958,LUMN,Price/Sales (ttm),0.75
1959,LUMN,Price/Book (mrq),1.27
1960,LUMN,Enterprise Value/Revenue 3,2.19
1961,LUMN,Enterprise Value/EBITDA 7,7.66
1962,LUV,Market Cap (intraday) 5,
1963,LUV,Enterprise Value 3,
1964,LUV,Trailing P/E,
1965,LUV,Forward P/E 1,
1966,LUV,PEG Ratio (5 yr expected) 1,
1967,LUV,Price/Sales (ttm),
1968,LUV,Price/Book (mrq),
1969,LUV,Enterprise Value/Revenue 3,
1970,LUV,Enterprise Value/EBITDA 7,
1971,LVS,Market Cap (intraday) 5,28.93B
1972,LVS,Enterprise Value 3,41.82B
1973,LVS,Trailing P/E,104.34
1974,LVS,Forward P/E 1,37.88
1975,LVS,PEG Ratio (5 yr expected) 1,
1976,LVS,Price/Sales (ttm),5.89
1977,LVS,Price/Book (mrq),13.76
1978,LVS,Enterprise Value/Revenue 3,8.51
1979,LVS,Enterprise Value/EBITDA 7,342.81
1980,LYB,Market Cap (intraday) 5,30.47B
1981,LYB,Enterprise Value 3,43.57B
1982,LYB,Trailing P/E,5.34
1983,LYB,Forward P/E 1,5.93
1984,LYB,PEG Ratio (5 yr expected) 1,
1985,LYB,Price/Sales (ttm),0.74
1986,LYB,Price/Book (mrq),2.58
1987,LYB,Enterprise Value/Revenue 3,1.06
1988,LYB,Enterprise Value/EBITDA 7,5.00
1989,LYV,Market Cap (intraday) 5,25.30B
1990,LYV,Enterprise Value 3,27.96B
1991,LYV,Trailing P/E,
1992,LYV,Forward P/E 1,129.87
1993,LYV,PEG Ratio (5 yr expected) 1,
1994,LYV,Price/Sales (ttm),6.37
1995,LYV,Price/Book (mrq),31.01
1996,LYV,Enterprise Value/Revenue 3,7.35
1997,LYV,Enterprise Value/EBITDA 7,-168.14
1998,MAA,Market Cap (intraday) 5,23.85B
1999,MAA,Enterprise Value 3,28.36B
2000,MAA,Trailing P/E,55.53
2001,MAA,Forward P/E 1,
2002,MAA,PEG Ratio (5 yr expected) 1,
2003,MAA,Price/Sales (ttm),14.16
2004,MAA,Price/Book (mrq),4.03
2005,MAA,Enterprise Value/Revenue 3,16.32
2006,MAA,Enterprise Value/EBITDA 7,24.91
2007,MCD,Market Cap (intraday) 5,191.03B
2008,MCD,Enterprise Value 3,235.54B
2009,MCD,Trailing P/E,26.36
2010,MCD,Forward P/E 1,25.32
2011,MCD,PEG Ratio (5 yr expected) 1,2.07
2012,MCD,Price/Sales (ttm),8.53
2013,MCD,Price/Book (mrq),
2014,MCD,Enterprise Value/Revenue 3,10.46
2015,MCD,Enterprise Value/EBITDA 7,19.79
2016,MCHP,Market Cap (intraday) 5,
2017,MCHP,Enterprise Value 3,
2018,MCHP,Trailing P/E,
2019,MCHP,Forward P/E 1,
2020,MCHP,PEG Ratio (5 yr expected) 1,
2021,MCHP,Price/Sales (ttm),
2022,MCHP,Price/Book (mrq),
2023,MCHP,Enterprise Value/Revenue 3,
2024,MCHP,Enterprise Value/EBITDA 7,
2025,MDLZ,Market Cap (intraday) 5,85.67B
2026,MDLZ,Enterprise Value 3,102.73B
2027,MDLZ,Trailing P/E,19.56
2028,MDLZ,Forward P/E 1,19.76
2029,MDLZ,PEG Ratio (5 yr expected) 1,3.27
2030,MDLZ,Price/Sales (ttm),3.08
2031,MDLZ,Price/Book (mrq),3.09
2032,MDLZ,Enterprise Value/Revenue 3,3.62
2033,MDLZ,Enterprise Value/EBITDA 7,18.08
2034,MET,Market Cap (intraday) 5,53.30B
2035,MET,Enterprise Value 3,83.23B
2036,MET,Trailing P/E,10.47
2037,MET,Forward P/E 1,8.45
2038,MET,PEG Ratio (5 yr expected) 1,1.92
2039,MET,Price/Sales (ttm),0.84
2040,MET,Price/Book (mrq),0.77
2041,MET,Enterprise Value/Revenue 3,1.25
2042,MET,Enterprise Value/EBITDA 7,
2043,MHK,Market Cap (intraday) 5,12.17B
2044,MHK,Enterprise Value 3,13.74B
2045,MHK,Trailing P/E,11.53
2046,MHK,Forward P/E 1,11.38
2047,MHK,PEG Ratio (5 yr expected) 1,
2048,MHK,Price/Sales (ttm),1.14
2049,MHK,Price/Book (mrq),1.39
2050,MHK,Enterprise Value/Revenue 3,1.24
2051,MHK,Enterprise Value/EBITDA 7,6.90
2052,MMC,Market Cap (intraday) 5,85.72B
2053,MMC,Enterprise Value 3,97.31B
2054,MMC,Trailing P/E,32.09
2055,MMC,Forward P/E 1,25.32
2056,MMC,PEG Ratio (5 yr expected) 1,2.46
2057,MMC,Price/Sales (ttm),4.56
2058,MMC,Price/Book (mrq),8.81
2059,MMC,Enterprise Value/Revenue 3,5.09
2060,MMC,Enterprise Value/EBITDA 7,19.41
2061,MMM,Market Cap (intraday) 5,101.14B
2062,MMM,Enterprise Value 3,114.42B
2063,MMM,Trailing P/E,17.36
2064,MMM,Forward P/E 1,16.81
2065,MMM,PEG Ratio (5 yr expected) 1,2.11
2066,MMM,Price/Sales (ttm),2.91
2067,MMM,Price/Book (mrq),6.99
2068,MMM,Enterprise Value/Revenue 3,3.24
2069,MMM,Enterprise Value/EBITDA 7,11.79
2070,MNST,Market Cap (intraday) 5,47.14B
2071,MNST,Enterprise Value 3,46.24B
2072,MNST,Trailing P/E,31.15
2073,MNST,Forward P/E 1,29.07
2074,MNST,PEG Ratio (5 yr expected) 1,3.02
2075,MNST,Price/Sales (ttm),8.98
2076,MNST,Price/Book (mrq),7.55
2077,MNST,Enterprise Value/Revenue 3,8.70
2078,MNST,Enterprise Value/EBITDA 7,25.09
2079,MO,Market Cap (intraday) 5,80.97B
2080,MO,Enterprise Value 3,106.14B
2081,MO,Trailing P/E,29.58
2082,MO,Forward P/E 1,9.30
2083,MO,PEG Ratio (5 yr expected) 1,7.56
2084,MO,Price/Sales (ttm),3.87
2085,MO,Price/Book (mrq),
2086,MO,Enterprise Value/Revenue 3,5.04
2087,MO,Enterprise Value/EBITDA 7,19.16
2088,MPC,Market Cap (intraday) 5,39.31B
2089,MPC,Enterprise Value 3,54.84B
2090,MPC,Trailing P/E,87.47
2091,MPC,Forward P/E 1,15.17
2092,MPC,PEG Ratio (5 yr expected) 1,15.65
2093,MPC,Price/Sales (ttm),0.40
2094,MPC,Price/Book (mrq),1.39
2095,MPC,Enterprise Value/Revenue 3,0.53
2096,MPC,Enterprise Value/EBITDA 7,8.81
2097,MRNA,Market Cap (intraday) 5,110.85B
2098,MRNA,Enterprise Value 3,102.52B
2099,MRNA,Trailing P/E,16.77
2100,MRNA,Forward P/E 1,11.31
2101,MRNA,PEG Ratio (5 yr expected) 1,
2102,MRNA,Price/Sales (ttm),9.76
2103,MRNA,Price/Book (mrq),10.95
2104,MRNA,Enterprise Value/Revenue 3,8.67
2105,MRNA,Enterprise Value/EBITDA 7,13.18
2106,MRO,Market Cap (intraday) 5,12.85B
2107,MRO,Enterprise Value 3,16.38B
2108,MRO,Trailing P/E,17.28
2109,MRO,Forward P/E 1,9.45
2110,MRO,PEG Ratio (5 yr expected) 1,1.58
2111,MRO,Price/Sales (ttm),2.78
2112,MRO,Price/Book (mrq),1.19
2113,MRO,Enterprise Value/Revenue 3,3.49
2114,MRO,Enterprise Value/EBITDA 7,6.50
2115,MS,Market Cap (intraday) 5,
2116,MS,Enterprise Value 3,
2117,MS,Trailing P/E,
2118,MS,Forward P/E 1,
2119,MS,PEG Ratio (5 yr expected) 1,
2120,MS,Price/Sales (ttm),
2121,MS,Price/Book (mrq),
2122,MS,Enterprise Value/Revenue 3,
2123,MS,Enterprise Value/EBITDA 7,
2124,MSCI,Market Cap (intraday) 5,52.98B
2125,MSCI,Enterprise Value 3,56.01B
2126,MSCI,Trailing P/E,77.99
2127,MSCI,Forward P/E 1,56.82
2128,MSCI,PEG Ratio (5 yr expected) 1,3.87
2129,MSCI,Price/Sales (ttm),27.70
2130,MSCI,Price/Book (mrq),
2131,MSCI,Enterprise Value/Revenue 3,28.91
2132,MSCI,Enterprise Value/EBITDA 7,51.34
2133,MSFT,Market Cap (intraday) 5,2.48T
2134,MSFT,Enterprise Value 3,2.41T
2135,MSFT,Trailing P/E,36.88
2136,MSFT,Forward P/E 1,36.10
2137,MSFT,PEG Ratio (5 yr expected) 1,2.80
2138,MSFT,Price/Sales (ttm),14.20
2139,MSFT,Price/Book (mrq),16.29
2140,MSFT,Enterprise Value/Revenue 3,13.66
2141,MSFT,Enterprise Value/EBITDA 7,26.74
2142,MSI,Market Cap (intraday) 5,44.13B
2143,MSI,Enterprise Value 3,48.62B
2144,MSI,Trailing P/E,36.09
2145,MSI,Forward P/E 1,26.45
2146,MSI,PEG Ratio (5 yr expected) 1,2.03
2147,MSI,Price/Sales (ttm),5.58
2148,MSI,Price/Book (mrq),
2149,MSI,Enterprise Value/Revenue 3,5.98
2150,MSI,Enterprise Value/EBITDA 7,22.02
2151,MTB,Market Cap (intraday) 5,20.78B
2152,MTB,Enterprise Value 3,
2153,MTB,Trailing P/E,11.57
2154,MTB,Forward P/E 1,13.46
2155,MTB,PEG Ratio (5 yr expected) 1,1.33
2156,MTB,Price/Sales (ttm),3.45
2157,MTB,Price/Book (mrq),1.32
2158,MTB,Enterprise Value/Revenue 3,
2159,MTB,Enterprise Value/EBITDA 7,
2160,MTCH,Market Cap (intraday) 5,
2161,MTCH,Enterprise Value 3,
2162,MTCH,Trailing P/E,
2163,MTCH,Forward P/E 1,
2164,MTCH,PEG Ratio (5 yr expected) 1,
2165,MTCH,Price/Sales (ttm),
2166,MTCH,Price/Book (mrq),
2167,MTCH,Enterprise Value/Revenue 3,
2168,MTCH,Enterprise Value/EBITDA 7,
2169,MTD,Market Cap (intraday) 5,34.90B
2170,MTD,Enterprise Value 3,36.41B
2171,MTD,Trailing P/E,47.67
2172,MTD,Forward P/E 1,44.05
2173,MTD,PEG Ratio (5 yr expected) 1,2.99
2174,MTD,Price/Sales (ttm),9.92
2175,MTD,Price/Book (mrq),219.25
2176,MTD,Enterprise Value/Revenue 3,10.06
2177,MTD,Enterprise Value/EBITDA 7,33.74
2178,MU,Market Cap (intraday) 5,95.54B
2179,MU,Enterprise Value 3,94.19B
2180,MU,Trailing P/E,16.62
2181,MU,Forward P/E 1,9.29
2182,MU,PEG Ratio (5 yr expected) 1,1.03
2183,MU,Price/Sales (ttm),3.52
2184,MU,Price/Book (mrq),2.17
2185,MU,Enterprise Value/Revenue 3,3.40
2186,MU,Enterprise Value/EBITDA 7,7.47
2187,NEE,Market Cap (intraday) 5,171.31B
2188,NEE,Enterprise Value 3,225.96B
2189,NEE,Trailing P/E,73.37
2190,NEE,Forward P/E 1,31.75
2191,NEE,PEG Ratio (5 yr expected) 1,3.60
2192,NEE,Price/Sales (ttm),10.48
2193,NEE,Price/Book (mrq),4.67
2194,NEE,Enterprise Value/Revenue 3,13.76
2195,NEE,Enterprise Value/EBITDA 7,33.73
2196,NKE,Market Cap (intraday) 5,272.48B
2197,NKE,Enterprise Value 3,271.58B
2198,NKE,Trailing P/E,45.66
2199,NKE,Forward P/E 1,46.73
2200,NKE,PEG Ratio (5 yr expected) 1,3.48
2201,NKE,Price/Sales (ttm),6.02
2202,NKE,Price/Book (mrq),19.00
2203,NKE,Enterprise Value/Revenue 3,5.88
2204,NKE,Enterprise Value/EBITDA 7,37.23
2205,NLOK,Market Cap (intraday) 5,14.66B
2206,NLOK,Enterprise Value 3,17.08B
2207,NLOK,Trailing P/E,16.69
2208,NLOK,Forward P/E 1,14.37
2209,NLOK,PEG Ratio (5 yr expected) 1,0.85
2210,NLOK,Price/Sales (ttm),5.55
2211,NLOK,Price/Book (mrq),1190.0
2212,NLOK,Enterprise Value/Revenue 3,6.35
2213,NLOK,Enterprise Value/EBITDA 7,11.44
2214,NLSN,Market Cap (intraday) 5,
2215,NLSN,Enterprise Value 3,
2216,NLSN,Trailing P/E,
2217,NLSN,Forward P/E 1,
2218,NLSN,PEG Ratio (5 yr expected) 1,
2219,NLSN,Price/Sales (ttm),
2220,NLSN,Price/Book (mrq),
2221,NLSN,Enterprise Value/Revenue 3,
2222,NLSN,Enterprise Value/EBITDA 7,
2223,NOW,Market Cap (intraday) 5,126.75B
2224,NOW,Enterprise Value 3,125.94B
2225,NOW,Trailing P/E,584.32
2226,NOW,Forward P/E 1,86.96
2227,NOW,PEG Ratio (5 yr expected) 1,2.69
2228,NOW,Price/Sales (ttm),23.30
2229,NOW,Price/Book (mrq),35.86
2230,NOW,Enterprise Value/Revenue 3,22.76
2231,NOW,Enterprise Value/EBITDA 7,180.35
2232,NRG,Market Cap (intraday) 5,9.12B
2233,NRG,Enterprise Value 3,17.66B
2234,NRG,Trailing P/E,3.74
2235,NRG,Forward P/E 1,10.37
2236,NRG,PEG Ratio (5 yr expected) 1,0.55
2237,NRG,Price/Sales (ttm),0.41
2238,NRG,Price/Book (mrq),2.24
2239,NRG,Enterprise Value/Revenue 3,0.80
2240,NRG,Enterprise Value/EBITDA 7,3.85
2241,NSC,Market Cap (intraday) 5,67.60B
2242,NSC,Enterprise Value 3,79.96B
2243,NSC,Trailing P/E,23.91
2244,NSC,Forward P/E 1,20.45
2245,NSC,PEG Ratio (5 yr expected) 1,1.65
2246,NSC,Price/Sales (ttm),6.42
2247,NSC,Price/Book (mrq),4.87
2248,NSC,Enterprise Value/Revenue 3,7.36
2249,NSC,Enterprise Value/EBITDA 7,14.35
2250,NUE,Market Cap (intraday) 5,33.09B
2251,NUE,Enterprise Value 3,36.75B
2252,NUE,Trailing P/E,6.96
2253,NUE,Forward P/E 1,5.64
2254,NUE,PEG Ratio (5 yr expected) 1,
2255,NUE,Price/Sales (ttm),1.10
2256,NUE,Price/Book (mrq),2.47
2257,NUE,Enterprise Value/Revenue 3,1.17
2258,NUE,Enterprise Value/EBITDA 7,4.97
2259,NVDA,Market Cap (intraday) 5,793.65B
2260,NVDA,Enterprise Value 3,786.04B
2261,NVDA,Trailing P/E,97.76
2262,NVDA,Forward P/E 1,61.73
2263,NVDA,PEG Ratio (5 yr expected) 1,3.38
2264,NVDA,Price/Sales (ttm),33.13
2265,NVDA,Price/Book (mrq),33.35
2266,NVDA,Enterprise Value/Revenue 3,32.38
2267,NVDA,Enterprise Value/EBITDA 7,79.18
2268,NVR,Market Cap (intraday) 5,18.53B
2269,NVR,Enterprise Value 3,17.42B
2270,NVR,Trailing P/E,17.23
2271,NVR,Forward P/E 1,13.81
2272,NVR,PEG Ratio (5 yr expected) 1,
2273,NVR,Price/Sales (ttm),2.30
2274,NVR,Price/Book (mrq),6.14
2275,NVR,Enterprise Value/Revenue 3,1.92
2276,NVR,Enterprise Value/EBITDA 7,10.74
2277,NWSA,Market Cap (intraday) 5,13.08B
2278,NWSA,Enterprise Value 3,14.47B
2279,NWSA,Trailing P/E,26.48
2280,NWSA,Forward P/E 1,29.15
2281,NWSA,PEG Ratio (5 yr expected) 1,2.23
2282,NWSA,Price/Sales (ttm),1.34
2283,NWSA,Price/Book (mrq),1.59
2284,NWSA,Enterprise Value/Revenue 3,1.49
2285,NWSA,Enterprise Value/EBITDA 7,9.88
2286,O,Market Cap (intraday) 5,39.55B
2287,O,Enterprise Value 3,48.57B
2288,O,Trailing P/E,55.62
2289,O,Forward P/E 1,41.67
2290,O,PEG Ratio (5 yr expected) 1,4.84
2291,O,Price/Sales (ttm),14.51
2292,O,Price/Book (mrq),3.00
2293,O,Enterprise Value/Revenue 3,26.73
2294,O,Enterprise Value/EBITDA 7,31.90
2295,ODFL,Market Cap (intraday) 5,40.82B
2296,ODFL,Enterprise Value 3,40.36B
2297,ODFL,Trailing P/E,43.88
2298,ODFL,Forward P/E 1,35.84
2299,ODFL,PEG Ratio (5 yr expected) 1,2.08
2300,ODFL,Price/Sales (ttm),8.44
2301,ODFL,Price/Book (mrq),11.94
2302,ODFL,Enterprise Value/Revenue 3,8.20
2303,ODFL,Enterprise Value/EBITDA 7,26.37
2304,OGN,Market Cap (intraday) 5,7.91B
2305,OGN,Enterprise Value 3,16.20B
2306,OGN,Trailing P/E,5.54
2307,OGN,Forward P/E 1,
2308,OGN,PEG Ratio (5 yr expected) 1,
2309,OGN,Price/Sales (ttm),1.00
2310,OGN,Price/Book (mrq),
2311,OGN,Enterprise Value/Revenue 3,2.06
2312,OGN,Enterprise Value/EBITDA 7,7.40
2313,OKE,Market Cap (intraday) 5,28.54B
2314,OKE,Enterprise Value 3,42.59B
2315,OKE,Trailing P/E,19.94
2316,OKE,Forward P/E 1,16.16
2317,OKE,PEG Ratio (5 yr expected) 1,1.43
2318,OKE,Price/Sales (ttm),2.09
2319,OKE,Price/Book (mrq),4.89
2320,OKE,Enterprise Value/Revenue 3,3.11
2321,OKE,Enterprise Value/EBITDA 7,13.18
2322,OMC,Market Cap (intraday) 5,14.65B
2323,OMC,Enterprise Value 3,16.49B
2324,OMC,Trailing P/E,10.74
2325,OMC,Forward P/E 1,10.57
2326,OMC,PEG Ratio (5 yr expected) 1,0.94
2327,OMC,Price/Sales (ttm),1.05
2328,OMC,Price/Book (mrq),4.47
2329,OMC,Enterprise Value/Revenue 3,1.16
2330,OMC,Enterprise Value/EBITDA 7,6.79
2331,ORCL,Market Cap (intraday) 5,254.07B
2332,ORCL,Enterprise Value 3,297.48B
2333,ORCL,Trailing P/E,19.82
2334,ORCL,Forward P/E 1,19.72
2335,ORCL,PEG Ratio (5 yr expected) 1,2.51
2336,ORCL,Price/Sales (ttm),6.74
2337,ORCL,Price/Book (mrq),
2338,ORCL,Enterprise Value/Revenue 3,7.28
2339,ORCL,Enterprise Value/EBITDA 7,15.96
2340,ORLY,Market Cap (intraday) 5,43.88B
2341,ORLY,Enterprise Value 3,49.33B
2342,ORLY,Trailing P/E,22.57
2343,ORLY,Forward P/E 1,22.12
2344,ORLY,PEG Ratio (5 yr expected) 1,1.42
2345,ORLY,Price/Sales (ttm),3.59
2346,ORLY,Price/Book (mrq),
2347,ORLY,Enterprise Value/Revenue 3,3.83
2348,ORLY,Enterprise Value/EBITDA 7,15.88
2349,OTIS,Market Cap (intraday) 5,35.88B
2350,OTIS,Enterprise Value 3,40.18B
2351,OTIS,Trailing P/E,30.16
2352,OTIS,Forward P/E 1,25.64
2353,OTIS,PEG Ratio (5 yr expected) 1,2.62
2354,OTIS,Price/Sales (ttm),2.57
2355,OTIS,Price/Book (mrq),
2356,OTIS,Enterprise Value/Revenue 3,2.83
2357,OTIS,Enterprise Value/EBITDA 7,17.82
2358,OXY,Market Cap (intraday) 5,29.90B
2359,OXY,Enterprise Value 3,70.15B
2360,OXY,Trailing P/E,
2361,OXY,Forward P/E 1,12.50
2362,OXY,PEG Ratio (5 yr expected) 1,
2363,OXY,Price/Sales (ttm),1.37
2364,OXY,Price/Book (mrq),3.28
2365,OXY,Enterprise Value/Revenue 3,3.16
2366,OXY,Enterprise Value/EBITDA 7,6.93
2367,PAYC,Market Cap (intraday) 5,26.91B
2368,PAYC,Enterprise Value 3,26.71B
2369,PAYC,Trailing P/E,151.99
2370,PAYC,Forward P/E 1,80.00
2371,PAYC,PEG Ratio (5 yr expected) 1,2.81
2372,PAYC,Price/Sales (ttm),26.32
2373,PAYC,Price/Book (mrq),32.61
2374,PAYC,Enterprise Value/Revenue 3,26.94
2375,PAYC,Enterprise Value/EBITDA 7,93.69
2376,PAYX,Market Cap (intraday) 5,45.24B
2377,PAYX,Enterprise Value 3,45.00B
2378,PAYX,Trailing P/E,37.34
2379,PAYX,Forward P/E 1,36.23
2380,PAYX,PEG Ratio (5 yr expected) 1,4.77
2381,PAYX,Price/Sales (ttm),10.81
2382,PAYX,Price/Book (mrq),14.87
2383,PAYX,Enterprise Value/Revenue 3,10.69
2384,PAYX,Enterprise Value/EBITDA 7,24.78
2385,PBCT,Market Cap (intraday) 5,
2386,PBCT,Enterprise Value 3,
2387,PBCT,Trailing P/E,
2388,PBCT,Forward P/E 1,
2389,PBCT,PEG Ratio (5 yr expected) 1,
2390,PBCT,Price/Sales (ttm),
2391,PBCT,Price/Book (mrq),
2392,PBCT,Enterprise Value/Revenue 3,
2393,PBCT,Enterprise Value/EBITDA 7,
2394,PEAK,Market Cap (intraday) 5,18.45B
2395,PEAK,Enterprise Value 3,23.98B
2396,PEAK,Trailing P/E,285.17
2397,PEAK,Forward P/E 1,72.99
2398,PEAK,PEG Ratio (5 yr expected) 1,3.97
2399,PEAK,Price/Sales (ttm),10.00
2400,PEAK,Price/Book (mrq),2.77
2401,PEAK,Enterprise Value/Revenue 3,13.00
2402,PEAK,Enterprise Value/EBITDA 7,25.58
2403,PEP,Market Cap (intraday) 5,228.48B
2404,PEP,Enterprise Value 3,262.89B
2405,PEP,Trailing P/E,28.15
2406,PEP,Forward P/E 1,24.69
2407,PEP,PEG Ratio (5 yr expected) 1,3.14
2408,PEP,Price/Sales (ttm),2.99
2409,PEP,Price/Book (mrq),14.40
2410,PEP,Enterprise Value/Revenue 3,3.43
2411,PEP,Enterprise Value/EBITDA 7,18.33
2412,PFE,Market Cap (intraday) 5,286.71B
2413,PFE,Enterprise Value 3,295.42B
2414,PFE,Trailing P/E,14.85
2415,PFE,Forward P/E 1,10.72
2416,PFE,PEG Ratio (5 yr expected) 1,1.55
2417,PFE,Price/Sales (ttm),4.19
2418,PFE,Price/Book (mrq),3.79
2419,PFE,Enterprise Value/Revenue 3,4.26
2420,PFE,Enterprise Value/EBITDA 7,10.69
2421,PG,Market Cap (intraday) 5,356.87B
2422,PG,Enterprise Value 3,379.91B
2423,PG,Trailing P/E,26.91
2424,PG,Forward P/E 1,24.94
2425,PG,PEG Ratio (5 yr expected) 1,5.42
2426,PG,Price/Sales (ttm),4.94
2427,PG,Price/Book (mrq),7.89
2428,PG,Enterprise Value/Revenue 3,4.93
2429,PG,Enterprise Value/EBITDA 7,18.44
2430,PGR,Market Cap (intraday) 5,55.24B
2431,PGR,Enterprise Value 3,60.36B
2432,PGR,Trailing P/E,13.74
2433,PGR,Forward P/E 1,17.83
2434,PGR,PEG Ratio (5 yr expected) 1,89.17
2435,PGR,Price/Sales (ttm),1.19
2436,PGR,Price/Book (mrq),3.06
2437,PGR,Enterprise Value/Revenue 3,1.30
2438,PGR,Enterprise Value/EBITDA 7,
2439,PH,Market Cap (intraday) 5,41.77B
2440,PH,Enterprise Value 3,47.82B
2441,PH,Trailing P/E,22.65
2442,PH,Forward P/E 1,18.42
2443,PH,PEG Ratio (5 yr expected) 1,1.39
2444,PH,Price/Sales (ttm),2.86
2445,PH,Price/Book (mrq),4.92
2446,PH,Enterprise Value/Revenue 3,3.21
2447,PH,Enterprise Value/EBITDA 7,14.75
2448,PHM,Market Cap (intraday) 5,13.39B
2449,PHM,Enterprise Value 3,13.76B
2450,PHM,Trailing P/E,8.14
2451,PHM,Forward P/E 1,5.77
2452,PHM,PEG Ratio (5 yr expected) 1,
2453,PHM,Price/Sales (ttm),1.09
2454,PHM,Price/Book (mrq),1.87
2455,PHM,Enterprise Value/Revenue 3,1.08
2456,PHM,Enterprise Value/EBITDA 7,6.12
2457,PLD,Market Cap (intraday) 5,
